date,sales,onpromotion,transactions,dcoilwtico,is_holiday,day_of_week,day_of_month,month,quarter,year,week_of_year,lag_1,lag_7,lag_14,lag_28,rolling_7,rolling_14,rolling_28
2015-02-15,434886.671834,576,77512.0,52.66,0,6,15,2,1,2015,7,562855.068099,622994.231951,815294.475951,678277.030991,474717.3401453142,503452.9887087285,484919.4550313643
2015-02-16,420740.903983,574,75439.0,52.66,1,0,16,2,1,2015,8,434886.671834,458002.152043,538301.886974,448217.896919,447844.8315571714,476281.0027003715,476226.9422043286
2015-02-17,483088.13409300003,609,79643.0,53.56,1,1,17,2,1,2015,8,420740.903983,400825.9849177,475249.842928,405308.77722,442521.79612002854,467883.7896295857,475245.62102804286
2015-02-18,497499.057967,670,85992.0,52.13,0,2,18,2,1,2015,8,483088.13409300003,400115.3330245,451923.147059,413202.592067,454273.5317165,468443.6675699429,478023.45520207856
2015-02-19,436360.905914,2616,78446.0,51.12,0,3,19,2,1,2015,8,497499.057967,384963.142969,407491.967944,364862.5390355,468185.49242257146,471699.0897776572,481034.0432699357
2015-02-20,483681.015026,4387,84726.0,49.95,0,4,20,2,1,2015,8,436360.905914,493265.468013,437147.54517,416937.181925,475528.0299861428,473761.1567755143,483587.55637273926
2015-02-21,572753.075038,443,92718.0,49.95,0,5,21,2,1,2015,8,483681.015026,562855.068099,599911.594879,588849.871003,474158.8224165715,477084.97605094285,485971.26469777507
2015-02-22,691339.067796,573,95074.0,49.95,0,6,22,2,1,2015,8,572753.075038,434886.671834,622994.231951,631623.951015,475572.82340785715,475145.0817765857,485396.37912759645
2015-02-23,443349.890841,425,76355.0,49.56,0,0,23,2,1,2015,9,691339.067796,420740.903983,458002.152043,410009.617966,512208.87997385714,480026.85576551425,487529.06186977495
2015-02-24,407890.277971,411,76065.0,48.48,0,1,24,2,1,2015,9,443349.890841,483088.13409300003,400825.9849177,360009.850046,515438.7352392857,478980.2656796571,488719.785901025
2015-02-25,395774.954032,476,75253.0,50.25,0,2,25,2,1,2015,9,407890.277971,497499.057967,400115.3330245,376935.916035,504696.1843647143,479484.8580406071,490429.8011840607
2015-02-26,354938.226975,2631,71797.0,47.65,0,3,26,2,1,2015,9,395774.954032,436360.905914,384963.142969,343062.160973,490164.16951685713,479174.83096971427,491102.6239696679
2015-02-27,436488.424914,4475,80395.0,49.84,0,4,27,2,1,2015,9,354938.226975,483681.015026,493265.468013,435899.6719165,478532.35823985713,477030.194113,491526.769184025
2015-02-28,635263.400075,504,97647.0,49.84,0,5,28,2,1,2015,9,436488.424914,572753.075038,562855.068099,656205.841844,471790.5596524286,472974.69103449996,491547.7960767929
2015-03-01,820434.978924,617,100885.0,49.84,0,6,1,3,1,2015,9,635263.400075,691339.067796,434886.671834,815294.475951,480720.60608628567,478146.71474707144,490799.85172790004
2015-03-02,546037.787999,464,84649.0,49.59,1,0,2,3,1,2015,10,820434.978924,443349.890841,420740.903983,538301.886974,499162.8791045714,505685.87953921425,490983.4411197929
2015-03-03,492365.24083,571,83100.0,50.43,0,1,3,3,1,2015,10,546037.787999,407890.277971,483088.13409300003,475249.842928,513832.5786985715,514635.6569689286,491259.7232992571
2015-03-04,483330.548167,608,84199.0,51.53,0,2,4,3,1,2015,10,492365.24083,395774.954032,497499.057967,451923.147059,525900.4305355714,515298.3074501428,491870.98751004285
2015-03-05,428599.809059,2679,79040.0,50.76,0,3,5,3,1,2015,10,483330.548167,354938.226975,436360.905914,407491.967944,538408.3725548572,514286.27103585715,492992.6804067571
2015-03-06,463723.974873,4451,82542.0,49.61,0,4,6,3,1,2015,10,428599.809059,436488.424914,483681.015026,437147.54517,548931.4557097143,513731.90697478567,493746.53187515
2015-03-07,657377.210913,660,102516.0,49.61,0,5,7,3,1,2015,10,463723.974873,635263.400075,572753.075038,599911.594879,552822.2485610001,512306.4041067143,494695.69007882854
2015-03-08,659563.411966,538,95738.0,49.61,0,6,8,3,1,2015,10,657377.210913,820434.978924,691339.067796,622994.231951,555981.364395,518350.9852406429,496748.0335086143
2015-03-09,480371.950086,557,83173.0,49.95,0,0,9,3,1,2015,11,659563.411966,546037.787999,443349.890841,458002.152043,532999.7119724286,516081.2955385,498054.07565200713
2015-03-10,457881.7640763,567,82922.0,48.42,0,1,10,3,1,2015,11,480371.950086,492365.24083,407890.277971,400825.9849177,523618.8779848571,518725.72834171436,498852.9970106857
2015-03-11,425617.727075,572,80024.0,48.06,0,2,11,3,1,2015,11,457881.7640763,483330.548167,395774.954032,400115.3330245,518692.66702004283,522296.54877780715,500890.7034092071
2015-03-12,382588.6690535,2664,75430.0,47.12,0,3,12,3,1,2015,11,425617.727075,428599.809059,354938.226975,384963.142969,510447.97829261434,524428.1754237356,501801.50319672504
2015-03-13,434805.995204,4501,80200.0,44.88,0,4,13,3,1,2015,11,382588.6690535,463723.974873,436488.424914,493265.468013,503874.9582918286,526403.2070007714,501716.70055688574
2015-03-14,616609.760896,649,98468.0,44.88,0,5,14,3,1,2015,11,434805.995204,657377.210913,635263.400075,562855.068099,499743.81833911425,526283.0334500571,499628.8622422786
2015-03-15,662700.871933,636,93123.0,44.88,0,6,15,3,1,2015,11,616609.760896,659563.411966,820434.978924,434886.671834,493919.89690811426,524950.6306515571,501548.67269931425
2015-03-16,466598.425914,597,81430.0,43.93,0,0,16,3,1,2015,12,662700.871933,480371.950086,546037.787999,420740.903983,494368.10547482857,513683.9087236286,509684.89413142146
2015-03-17,415359.51603,581,77689.0,43.39,0,1,17,3,1,2015,12,466598.425914,457881.7640763,492365.24083,483088.13409300003,492400.4591645429,508009.6685747,511322.6627718142
2015-03-18,398629.999994,600,75660.0,44.63,0,2,18,3,1,2015,12,415359.51603,425617.727075,483330.548167,497499.057967,486325.8523007858,502509.2596604143,508903.78355527855
2015-03-19,373324.3829895,2698,74414.0,44.02,0,3,19,3,1,2015,12,398629.999994,382588.6690535,428599.809059,436360.905914,482470.4627177857,496459.2205052,505372.74577052856
2015-03-20,467687.945081,4477,83777.0,46.0,0,4,20,3,1,2015,12,373324.3829895,434805.995204,463723.974873,483681.015026,481146.9932800714,492510.97578595,503121.4413803679
2015-03-21,624099.228222,597,99233.0,46.0,0,5,21,3,1,2015,12,467687.945081,616609.760896,657377.210913,572753.075038,485844.41469107143,492794.1165150929,502550.26031090354
2015-03-22,646466.401887,666,93794.0,46.0,0,6,22,3,1,2015,12,624099.228222,662700.871933,659563.411966,691339.067796,486914.3385947857,490417.11775145,504384.0514960465
2015-03-23,462664.2370045,543,80606.0,47.4,0,0,23,3,1,2015,13,646466.401887,466598.425914,480371.950086,443349.890841,484595.12858821434,489481.61703152145,502781.45628501073
2015-03-24,407369.722015,445,77293.0,47.03,0,1,24,3,1,2015,13,462664.2370045,415359.51603,457881.7640763,407890.277971,484033.10160114284,488216.7803828429,503471.25436227856
2015-03-25,408258.189916,579,77842.0,48.75,0,2,25,3,1,2015,13,407369.722015,398629.999994,425617.727075,395774.954032,482891.7024561428,484608.77737846423,503452.66307813575
2015-03-26,367006.957001,2769,73600.0,51.41,0,3,26,3,1,2015,13,408258.189916,373324.3829895,382588.6690535,354938.226975,484267.1581592857,483368.8104385357,503898.49293113576
2015-03-27,436906.608975,4596,80951.0,48.83,0,4,27,3,1,2015,13,367006.957001,467687.945081,434805.995204,436488.424914,483364.66873235715,482255.8310062143,504329.51900349284
2015-03-28,589854.7040575,587,94064.0,48.83,0,5,28,3,1,2015,13,436906.608975,624099.228222,616609.760896,635263.400075,478967.33500292856,482405.874847,504344.4541485286
2015-03-29,641213.770163,669,91104.0,48.83,0,6,29,3,1,2015,13,589854.7040575,646466.401887,662700.871933,820434.978924,474075.2601222857,480494.7993585357,502722.7150050464
2015-03-30,437878.834978,632,77318.0,48.66,0,0,30,3,1,2015,14,641213.770163,462664.2370045,466598.425914,546037.787999,473324.8841617143,478960.0063749642,496321.9575492964
2015-03-31,443278.893073,590,80716.0,47.72,0,1,31,3,1,2015,14,437878.834978,407369.722015,415359.51603,492365.24083,469784.1124436428,476908.60702239285,492459.13779854646
2015-04-01,557223.161038,777,89824.0,50.12,1,2,1,4,2,2015,14,443278.893073,408258.189916,398629.999994,483330.548167,474913.9940233571,478902.84823975,490706.05395008216
2015-04-02,524588.902022,2854,90983.0,49.13,0,3,2,4,2,2015,14,557223.161038,367006.957001,373324.3829895,428599.809059,496194.7041836428,490230.93117146427,493345.0758383322
2015-04-03,510296.785948,4598,85946.0,49.13,1,4,3,4,2,2015,14,524588.902022,436906.608975,467687.945081,463723.974873,518706.41061521426,501035.53967378574,496773.2577298678
2015-04-04,653894.195903,712,99813.0,49.13,0,5,4,4,2,2015,14,510296.785948,589854.7040575,624099.228222,657377.210913,529190.7216113572,504079.02830714284,498436.5724111179
2015-04-05,659669.577136,707,91181.0,49.13,0,6,5,4,2,2015,14,653894.195903,641213.770163,646466.401887,659563.411966,538339.2204464285,506207.2402843571,498312.1790179036
2015-04-06,519734.816963,578,85469.0,52.08,0,0,6,4,2,2015,15,659669.577136,437878.834978,462664.2370045,480371.950086,540975.7642997142,507150.3242307143,498315.9706311179
2015-04-07,464788.21798,631,81779.0,53.95,0,1,7,4,2,2015,15,519734.816963,443278.893073,407369.722015,457881.7640763,552669.4760118572,511226.79422775,499721.78730529646
2015-04-08,461140.213006,753,81262.0,50.44,0,2,8,4,2,2015,15,464788.21798,557223.161038,408258.189916,425617.727075,555742.236712857,515328.11536810716,499968.4463732857
2015-04-09,398718.315935,2883,76461.0,50.79,0,3,9,4,2,2015,15,461140.213006,524588.902022,367006.957001,382588.6690535,542016.1012797143,519105.40273167857,501237.10658510716
2015-04-10,445869.298012,4725,81510.0,51.63,0,4,10,4,2,2015,15,398718.315935,510296.785948,436906.608975,434805.995204,524034.58898157143,521370.4997983928,501813.16540230357
2015-04-11,610603.017074,736,97337.0,51.63,0,5,11,4,2,2015,15,445869.298012,653894.195903,589854.7040575,616609.760896,514830.6621335714,522010.6918724643,502208.28335973213
2015-04-12,659939.024086,715,95678.0,51.63,1,6,12,4,2,2015,15,610603.017074,659669.577136,641213.770163,662700.871933,508646.2080151429,523492.7142307857,501993.7567946607
2015-04-13,453724.756048,643,82116.0,51.95,0,0,13,4,2,2015,16,659939.024086,519734.816963,437878.834978,466598.425914,508684.7004365715,524830.2323681428,501895.11937155353
2015-04-14,403623.396979,666,75244.0,53.3,1,1,14,4,2,2015,16,453724.756048,464788.21798,443278.893073,415359.51603,499254.6917344286,525962.0838731428,501435.3454477679
2015-04-15,438106.287965,739,80265.0,56.25,0,2,15,4,2,2015,16,403623.396979,461140.213006,557223.161038,398629.999994,490516.86016285716,523129.5484378571,501016.19833880354
2015-04-16,418643.193957,3374,77637.0,56.69,0,3,16,4,2,2015,16,438106.287965,398718.315935,524588.902022,373324.3829895,487226.2994427144,514621.2003612143,502426.06576633925
2015-04-17,456303.236748,5102,80726.0,55.71,0,4,17,4,2,2015,16,418643.193957,445869.298012,510296.785948,467687.945081,490072.7105887142,507053.64978514286,504044.5947294643
2015-04-18,629155.66071,1195,99304.0,55.71,0,5,18,4,2,2015,16,456303.236748,610603.017074,653894.195903,624099.228222,491563.27326528577,503196.96769942855,503637.9980032858
2015-04-19,684544.950159,1249,94790.0,55.71,0,6,19,4,2,2015,16,629155.66071,659939.024086,659669.577136,646466.401887,494213.65092757146,501429.9294713572,503818.5848778571
2015-04-20,481694.770966,1146,82615.0,56.37,0,0,20,4,2,2015,17,684544.950159,453724.756048,519734.816963,462664.2370045,497728.7832237143,503206.7418301428,505178.5330304286
2015-04-21,426018.313035,1090,78187.0,55.58,1,1,21,4,2,2015,17,481694.770966,403623.396979,464788.21798,407369.722015,501724.4996405714,500489.5956875,505858.194957625
2015-04-22,421108.210059,1250,78529.0,56.17,0,2,22,4,2,2015,17,426018.313035,438106.287965,461140.213006,408258.189916,504923.7733628571,497720.31676285714,506524.2160654821
2015-04-23,392147.042002,3300,75289.0,56.59,0,3,23,4,2,2015,17,421108.210059,418643.193957,398718.315935,367006.957001,502495.4765191428,494860.8879809286,506983.14535630355
2015-04-24,437625.507963,5216,79301.0,55.98,0,4,24,4,2,2015,17,392147.042002,456303.236748,445869.298012,436906.608975,498710.3119541429,494391.5112714286,507881.0055349107
2015-04-25,588781.512939,1185,95572.0,55.98,0,5,25,4,2,2015,17,437625.507963,629155.66071,610603.017074,589854.7040575,496042.0649848571,493802.6691250714,507906.6804987678
2015-04-26,625901.000988,1169,90784.0,55.98,0,6,26,4,2,2015,17,588781.512939,684544.950159,659939.024086,641213.770163,490274.329589,492243.9902582857,507868.35224453575
2015-04-27,425049.148087,1046,77486.0,55.56,0,0,27,4,2,2015,18,625901.000988,481694.770966,453724.756048,437878.834978,481896.6225645714,489812.7028941429,507321.4676311429
2015-04-28,374839.1850745,1057,73013.0,57.05,0,1,28,4,2,2015,18,425049.148087,426018.313035,403623.396979,443278.893073,473804.39072471426,487764.44518264284,506863.2645278928
2015-04-29,398724.330055,1012,75690.0,58.55,0,2,29,4,2,2015,18,374839.1850745,421108.210059,438106.287965,557223.161038,466493.0867303572,485708.43004660716,504418.9892422321
2015-04-30,432612.141938,3267,79564.0,59.62,0,3,30,4,2,2015,18,398724.330055,392147.042002,418643.193957,524588.902022,463295.3895869286,482895.4330530357,498758.316707125
2015-05-01,674509.400095,5555,94567.0,59.1,1,4,1,5,2,2015,18,432612.141938,437625.507963,456303.236748,510296.785948,469076.1181492143,483893.21505167853,495473.4324184107
2015-05-02,711052.273896,1343,100716.0,59.1,0,5,2,5,2,2015,18,674509.400095,588781.512939,629155.66071,653894.195903,502916.6741680714,499479.3695764643,501338.1686379464
2015-05-03,742887.785029,1381,94618.0,59.1,0,6,3,5,2,2015,18,711052.273896,625901.000988,684544.950159,659669.577136,520383.92573335714,505329.12766117865,503379.52856626787
2015-05-04,556245.147953,1282,84198.0,58.92,0,0,4,5,2,2015,19,742887.785029,425049.148087,481694.770966,519734.816963,537096.3234535,509496.47300903575,506351.60741958924
2015-05-05,509493.227021,1240,82729.0,60.38,0,1,5,5,2,2015,19,556245.147953,374839.1850745,426018.313035,464788.21798,555838.6091486429,514821.49993667856,507655.54781208927
2015-05-06,504999.550962,1340,83390.0,60.93,0,2,6,5,2,2015,19,509493.227021,398724.330055,421108.210059,461140.213006,575074.9008552857,520783.9937928215,509252.15527783934
2015-05-07,444082.309939,3372,80437.0,58.99,0,3,7,5,2,2015,19,504999.550962,432612.141938,392147.042002,398718.315935,590257.0752705715,526776.23242875,510818.5602048393
2015-05-08,481304.22297,5130,85892.0,59.41,0,4,8,5,2,2015,19,444082.309939,674509.400095,437625.507963,445869.298012,591895.6706992857,530485.89442425,512438.70284783933
2015-05-09,706705.4400759999,1156,115616.0,59.41,1,5,9,5,2,2015,19,481304.22297,711052.273896,588781.512939,610603.017074,564294.93111,533605.8026390357,513704.2358820536
2015-05-10,558062.273048,1024,95869.0,59.41,1,6,10,5,2,2015,19,706705.4400759999,742887.785029,625901.000988,659939.024086,563673.95485,542028.9402916785,517136.46527498215
2015-05-11,524864.051063,1055,81414.0,59.23,0,0,11,5,2,2015,20,558062.273048,556245.147953,425049.148087,453724.756048,537270.3102812857,537183.3168673929,513498.00988076784
2015-05-12,452162.874045,1014,77407.0,60.72,1,1,12,5,2,2015,20,524864.051063,509493.227021,374839.1850745,403623.396979,532787.2964398571,544312.95279425,516038.69898844644
2015-05-13,446915.639008,1172,75555.0,60.5,0,2,13,5,2,2015,20,452162.874045,504999.550962,398724.330055,438106.287965,524597.2460147142,549836.073435,517772.2517408036
2015-05-14,395609.666087,3153,72043.0,59.89,0,3,14,5,2,2015,20,446915.639008,444082.309939,432612.141938,418643.193957,516299.54430699995,553278.3097887858,518086.8714209107
2015-05-15,483535.538107,5076,80107.0,59.73,0,4,15,5,2,2015,20,395609.666087,481304.22297,674509.400095,456303.236748,509374.8808995714,550635.2757994286,517264.2454255536
2015-05-16,709798.552994,1196,99115.0,59.73,0,5,16,5,2,2015,20,483535.538107,706705.4400759999,711052.273896,629155.66071,509693.6402048571,536994.2856574286,518236.82761694636
2015-05-17,798186.132143,1060,97521.0,59.73,0,6,17,5,2,2015,20,709798.552994,558062.273048,742887.785029,684544.950159,510135.5134788571,536904.7341644285,521116.93091280357
2015-05-18,496595.01098,968,80398.0,59.44,0,0,18,5,2,2015,21,798186.132143,524864.051063,556245.147953,481694.770966,544438.921921,540854.6161011428,525175.5445550892
2015-05-19,446375.4880335,999,76783.0,57.3,0,1,19,5,2,2015,21,496595.01098,452162.874045,509493.227021,426018.313035,540400.4876234286,536593.8920316428,525707.6959841608
2015-05-20,466238.630977,1232,78779.0,58.96,0,2,20,5,2,2015,21,446375.4880335,446915.639008,504999.550962,421108.210059,539573.7181932143,532085.4821039643,526434.7379483929
2015-05-21,417006.136035,3115,74029.0,60.18,0,3,21,5,2,2015,21,466238.630977,395609.666087,444082.309939,392147.042002,542334.1456173572,529316.8449621785,528046.5386954643
2015-05-22,458727.917031,4923,78307.0,58.88,0,4,22,5,2,2015,21,417006.136035,483535.538107,481304.22297,437625.507963,545390.7841813571,527382.8325404642,528934.3634823571
2015-05-23,658882.9229615,970,95351.0,58.88,0,5,23,5,2,2015,21,458727.917031,709798.552994,706705.4400759999,588781.512939,541846.8383133572,525770.2392591072,529688.0209490715
2015-05-24,738068.426823,1012,93816.0,58.88,1,6,24,5,2,2015,21,658882.9229615,798186.132143,558062.273048,625901.000988,534573.1768801429,522354.34517950006,532191.6427355893
2015-05-25,534802.790004,941,77956.0,58.88,0,0,25,5,2,2015,22,738068.426823,496595.01098,524864.051063,425049.148087,525984.933263,535211.927592,536197.6222296965
2015-05-26,463132.406006,887,74097.0,57.29,0,1,26,5,2,2015,22,534802.790004,446375.4880335,452162.874045,374839.1850745,531443.1874092857,535921.8375163571,540117.3951553035
2015-05-27,481804.96096,1007,76164.0,57.51,0,2,27,5,2,2015,22,463132.406006,466238.630977,446915.639008,398724.330055,533837.0328339286,536705.3755135714,543270.7244742856
2015-05-28,428506.881011,3183,73171.0,57.69,0,3,28,5,2,2015,22,481804.96096,417006.136035,395609.666087,432612.141938,536060.7942600714,539197.4699387143,546237.88986375
2015-05-29,560519.530038,5079,83081.0,60.25,0,4,29,5,2,2015,22,428506.881011,458727.917031,483535.538107,674509.400095,537703.7578280714,541547.2710047143,546091.2734020714
2015-05-30,855728.291973,992,102728.0,60.25,0,5,30,5,2,2015,22,560519.530038,658882.9229615,709798.552994,711052.273896,552245.4168290714,547046.1275712142,542020.2066143213
2015-05-31,1023564.76704,1025,108057.0,60.25,0,6,31,5,2,2015,22,855728.291973,738068.426823,798186.132143,742887.785029,580366.1838307142,557469.6803554286,547187.2072599286
2015-06-01,812081.2027655,1388,91732.0,60.24,0,0,1,6,2,2015,23,1023564.76704,534802.790004,496595.01098,556245.147953,621151.3752902857,573568.1542766428,557211.3851888928
2015-06-02,753430.6418917,3643,84760.0,61.3,0,1,2,6,2,2015,23,812081.2027655,463132.406006,446375.4880335,509493.227021,660762.5771133571,596102.8822613214,566348.3871464821
2015-06-03,747929.452075,5581,82916.0,59.67,0,2,3,6,2,2015,23,753430.6418917,481804.96096,466238.630977,504999.550962,702233.7536684572,618035.3932511928,575060.4376775787
2015-06-04,608994.6461083,3401,79588.0,58.0,0,3,4,6,2,2015,23,747929.452075,428506.881011,417006.136035,444082.309939,740251.5381134572,638156.1661867643,583736.5055744714
2015-06-05,657675.126037,5144,83671.0,59.11,0,4,5,6,2,2015,23,608994.6461083,560519.530038,458727.917031,481304.22297,766035.5045559286,651869.6311919999,589626.2318662321
2015-06-06,904437.271141,1066,99584.0,59.11,0,5,6,6,2,2015,23,657675.126037,855728.291973,658882.9229615,706705.4400759999,779914.8754129286,666080.1461209999,595925.1926900536
2015-06-07,1070695.9178497,1068,98730.0,59.11,0,6,7,6,2,2015,23,904437.271141,1023564.76704,738068.426823,558062.273048,786873.3010083571,683619.7424195356,602987.0437995178
2015-06-08,696952.81204,949,81106.0,58.15,0,0,8,6,2,2015,24,1070695.9178497,812081.2027655,534802.790004,524864.051063,793606.3225526001,707378.848921443,621295.3882567214
2015-06-09,623725.1071692,3216,78401.0,60.15,0,1,9,6,2,2015,24,696952.81204,753430.6418917,463132.406006,452162.874045,777159.4095918143,718960.9933525857,627441.4154344713
2015-06-10,641435.3719983,5373,77775.0,61.36,0,2,10,6,2,2015,24,623725.1071692,747929.452075,481804.96096,446915.639008,758630.0474886,730431.9005785285,633568.6380460499
2015-06-11,510019.1489275,1369,73723.0,60.74,0,3,11,6,2,2015,24,641435.3719983,608994.6461083,428506.881011,395609.666087,743416.6074776428,741834.07279555,640515.7713671321
2015-06-12,606616.000975,6500,79332.0,59.96,0,4,12,6,2,2015,24,510019.1489275,657675.126037,560519.530038,483535.538107,729277.2507375285,747656.3776467285,644601.8243257215
2015-06-13,840727.775905,1564,95583.0,59.96,0,5,13,6,2,2015,24,606616.000975,904437.271141,855728.291973,709798.552994,721983.0900143856,750948.9827136572,648997.5551424358
2015-06-14,967745.7218685,2239,93452.0,59.96,0,6,14,6,2,2015,24,840727.775905,1070695.9178497,1023564.76704,798186.132143,712881.7335521,749877.5172802286,653673.5988178285
2015-06-15,666557.1317587,1495,79423.0,59.53,0,0,15,6,2,2015,25,967745.7218685,696952.81204,812081.2027655,496595.01098,698174.5626976428,745890.4426251214,659729.2984508822
2015-06-16,672637.824072,3629,80948.0,60.01,0,1,16,6,2,2015,25,666557.1317587,623725.1071692,753430.6418917,446375.4880335,693832.3226574572,735495.8661246357,665799.3741929785
2015-06-17,677171.157112,8606,80273.0,59.89,0,2,17,6,2,2015,25,672637.824072,641435.3719983,747929.452075,466238.630977,700819.8536435714,729724.9505660858,673880.1719086393
2015-06-18,556155.0391433,1775,76902.0,60.41,0,3,18,6,2,2015,25,677171.157112,510019.1489275,608994.6461083,417006.136035,705924.9658026714,724670.7866401571,681413.4764134607
2015-06-19,659233.5706609,6748,83715.0,59.62,0,4,19,6,2,2015,25,556155.0391433,606616.000975,657675.126037,458727.917031,712515.8072620714,720896.5289998,686383.0800959
2015-06-20,936951.654373,1586,108362.0,59.62,0,5,20,6,2,2015,25,659233.5706609,840727.775905,904437.271141,658882.9229615,720032.6029314856,721007.8464729358,693543.996296968
2015-06-21,790568.421132,2389,92077.0,59.62,0,6,21,6,2,2015,25,936951.654373,967745.7218685,1070695.9178497,738068.426823,733778.8712840572,723330.3024180785,703475.0224188071
2015-06-22,701208.22895,1617,81755.0,60.01,0,0,22,6,2,2015,26,790568.421132,666557.1317587,696952.81204,534802.790004,708467.8283217,703321.1955096714,705350.0222155572
2015-06-23,640322.326029,3756,78858.0,61.05,1,1,23,6,2,2015,26,701208.22895,672637.824072,623725.1071692,463132.406006,713417.9850633143,703625.1538603858,711293.0736064857
2015-06-24,643411.714061,9265,74979.0,60.01,0,2,24,6,2,2015,26,640322.326029,677171.157112,641435.3719983,481804.96096,708801.4853428857,704810.6694932285,717621.2850358785
2015-06-25,518700.9558973,1154,72661.0,59.59,1,3,25,6,2,2015,26,643411.714061,556155.0391433,510019.1489275,428506.881011,703978.7077641713,704951.8367834213,723392.9547894857
2015-06-26,593299.460788,6213,78165.0,59.41,0,4,26,6,2,2015,26,518700.9558973,659233.5706609,606616.000975,560519.530038,698628.1244433143,705571.9658526928,726614.1717497108
2015-06-27,831492.4641955,1166,92052.0,59.41,0,5,27,6,2,2015,26,593299.460788,936951.654373,840727.775905,855728.291973,689208.9658900431,704620.7844107643,727784.8835622107
2015-06-28,976563.5890657,1994,93170.0,59.41,0,6,28,6,2,2015,26,831492.4641955,790568.421132,967745.7218685,1023564.76704,674143.3672932571,703961.1192886571,726919.3182844428
2015-06-29,639072.192193,1006,76946.0,58.34,0,0,29,6,2,2015,27,976563.5890657,701208.22895,666557.1317587,812081.2027655,700714.1055694999,704590.9669456,725240.7047853607
2015-06-30,669548.425059,2927,80264.0,59.48,0,1,30,6,2,2015,27,639072.192193,640322.326029,672637.824072,753430.6418917,691837.5288899286,702627.7569766215,719061.8115506286
2015-07-01,885953.200992,8448,89117.0,56.94,0,2,1,7,3,2015,27,669548.425059,643411.714061,677171.157112,747929.452075,696012.6858942143,702407.0856185501,716066.0180923179
2015-07-02,705642.2820965,1306,83862.0,56.93,0,3,2,7,3,2015,27,885953.200992,518700.9558973,556155.0391433,608994.6461083,730661.4697415001,717320.0887528358,720995.4376964964
2015-07-03,772773.3939200001,6484,88101.0,56.93,1,4,3,7,3,2015,27,705642.2820965,593299.460788,659233.5706609,657675.126037,757367.3734842428,727997.7489637786,724447.1389817894
2015-07-04,1018541.84294,1252,102116.0,56.93,0,5,4,7,3,2015,27,772773.3939200001,831492.4641955,936951.654373,904437.271141,783006.5067888144,736107.7363394286,728557.7914061822
2015-07-05,982427.6819,2065,94248.0,56.93,0,6,5,7,3,2015,27,1018541.84294,976563.5890657,790568.421132,1070695.9178497,809727.8466094573,741935.6069513572,732632.9546847178
2015-07-06,754949.70914,1033,86147.0,52.48,0,0,6,7,3,2015,28,982427.6819,639072.192193,701208.22895,696952.81204,810565.5741572141,755639.8398633571,729480.5176865142
2015-07-07,654821.0515315,2971,76716.0,52.33,0,1,7,7,3,2015,28,754949.70914,669548.425059,640322.326029,623725.1071692,827119.5051496428,759478.5170197857,731551.8354400859
2015-07-08,732992.130029,8236,84116.0,51.61,0,2,8,7,3,2015,28,654821.0515315,885953.200992,643411.714061,641435.3719983,825015.5946457143,760514.1402699642,732662.4048815964
2015-07-09,605032.4963965,1214,79197.0,52.76,0,3,9,7,3,2015,28,732992.130029,705642.2820965,518700.9558973,510019.1489275,803164.0130795714,766912.7414105358,735932.2890969785
2015-07-10,643986.381178,6406,81733.0,52.74,0,4,10,7,3,2015,28,605032.4963965,772773.3939200001,593299.460788,606616.000975,788791.186551,773079.2800176215,739325.6229351572
2015-07-11,794984.703157,1137,91861.0,52.74,0,5,11,7,3,2015,28,643986.381178,1018541.84294,831492.4641955,840727.775905,770393.0418735715,776699.7743311928,740660.2793709785
2015-07-12,898731.936734,1942,90004.0,52.74,0,6,12,7,3,2015,28,794984.703157,982427.6819,976563.5890657,967745.7218685,738456.3076188571,774092.0771141571,739026.5982014071
2015-07-13,647967.077874,1009,80081.0,52.19,0,0,13,7,3,2015,29,898731.936734,754949.70914,639072.192193,666557.1317587,726499.7725951428,768532.6733761785,736561.8201608893
2015-07-14,601452.258023,2851,76798.0,53.05,0,1,14,7,3,2015,29,647967.077874,654821.0515315,669548.425059,672637.824072,711216.5395571429,769168.0223533929,735897.889665007
2015-07-15,664505.1001790001,8255,80203.0,51.4,0,2,15,7,3,2015,29,601452.258023,732992.130029,885953.200992,677171.157112,703592.4261987858,764304.01042225,733355.5480204
2015-07-16,584042.727022,1225,77483.0,50.9,0,3,16,7,3,2015,29,664505.1001790001,605032.4963965,705642.2820965,556155.0391433,693808.5647916428,748486.2889356072,732903.1888442215
2015-07-17,653452.17114,6503,82400.0,50.88,0,4,17,7,3,2015,29,584042.727022,643986.381178,772773.3939200001,659233.5706609,690810.0263095715,739800.6064302857,733899.1776970321
2015-07-18,826353.336031,1126,93463.0,50.88,0,5,18,7,3,2015,29,653452.17114,794984.703157,1018541.84294,936951.654373,692162.2820184287,731277.661946,733692.6991427143
2015-07-19,894707.299378,1938,89543.0,50.88,0,6,19,7,3,2015,29,826353.336031,898731.936734,982427.6819,790568.421132,696643.5152861428,717549.9114524999,729742.7592019286
2015-07-20,685961.243972,1357,82542.0,50.11,0,0,20,7,3,2015,30,894707.299378,647967.077874,754949.70914,701208.22895,696068.5670924286,711284.1698437857,733462.0048535714
2015-07-21,607836.498977,3157,78316.0,50.59,0,1,21,7,3,2015,30,685961.243972,601452.258023,654821.0515315,640322.326029,701496.3051064286,706356.4223317857,732917.4696757856
